avaliacao_id,produto_id,cliente_id,nota,data_avaliacao,comentario
596,45,408,4.5,2024-05-27,
597,45,1025,3.0,2025-02-15,Produto ok.
598,45,1462,5.0,2024-05-20,Funciona perfeitamente.
599,45,936,2.0,2025-06-15,Chegou com defeito.
600,45,1256,5.0,2024-12-01,Adorei!
601,45,613,4.0,2025-09-23,Melhor compra do ano.
602,45,1091,4.0,2025-06-05,Qualidade superior.
603,45,973,3.5,2024-11-02,
604,45,679,3.0,2025-01-12,
605,45,1196,0.0,2025-03-02,Decepcionante.
606,45,972,3.5,2025-09-03,Regular.
607,45,1183,5.0,2025-08-15,Ótimo produto!
608,45,984,4.5,2025-08-20,Qualidade superior.
609,45,303,4.0,2025-01-24,
610,46,1173,0.5,2024-02-02,
611,46,391,3.5,2024-04-22,Razoável.
612,46,311,4.5,2025-03-04,Superou minhas expectativas.
613,46,1028,4.5,2025-02-24,
614,46,1490,3.5,2025-04-27,Cumpre o prometido.
615,46,425,5.0,2025-06-15,Funciona perfeitamente.
616,46,772,3.5,2025-06-22,Cumpre o prometido.
617,46,1092,4.0,2025-04-15,Custo-benefício excelente.
618,46,1477,4.0,2025-11-23,
619,46,542,3.5,2025-12-10,
620,47,572,2.0,2024-09-09,Qualidade baixa.
621,47,592,3.5,2024-10-31,
622,47,1444,2.5,2025-12-07,Dentro do esperado.
623,47,1148,2.5,2024-12-23,
624,47,590,3.5,2024-10-07,Regular.
625,47,778,4.0,2025-07-10,
626,47,707,3.0,2025-02-08,
627,47,595,1.5,2024-05-29,Não vale o preço.
628,47,906,4.0,2024-12-20,
629,48,414,4.0,2024-08-07,
630,48,1152,3.5,2024-10-04,
631,48,224,3.0,2024-05-20,
632,48,491,4.5,2025-08-23,Melhor compra do ano.
633,48,1307,2.0,2024-08-19,Não vale o preço.
634,48,677,4.5,2025-02-27,
635,48,1396,3.5,2024-04-12,
636,48,1128,2.5,2024-01-06,
637,48,834,3.0,2024-06-10,
638,48,978,4.5,2025-05-02,
639,48,658,5.0,2024-10-21,Ótimo produto!
640,48,1336,4.0,2024-04-01,Melhor compra do ano.
641,48,359,3.5,2024-02-08,Cumpre o prometido.
642,48,814,2.5,2024-02-07,
643,48,593,4.0,2024-07-09,
644,48,612,3.5,2024-01-10,Produto ok.
645,48,583,0.5,2024-12-09,Não funcionou como esperado.
646,48,1033,4.0,2024-05-17,Superou minhas expectativas.
647,49,333,4.5,2024-12-04,
648,49,527,4.5,2025-10-25,
649,49,691,4.0,2024-01-15,
650,49,1382,2.0,2025-08-04,
651,49,1252,4.5,2024-06-28,
652,49,876,4.0,2025-02-19,"Muito bom, recomendo."
653,50,196,2.0,2025-11-16,Chegou com defeito.
654,50,663,2.5,2025-05-03,
655,50,535,4.0,2024-01-07,Funciona perfeitamente.
656,50,676,3.5,2024-09-30,Regular.
657,50,24,3.0,2025-08-09,Razoável.
658,50,484,3.0,2025-12-10,Produto ok.
659,50,629,3.5,2025-04-21,Regular.
660,50,1441,3.5,2025-05-29,
661,50,241,4.5,2025-12-07,
662,50,753,4.5,2024-10-29,
663,50,274,1.5,2024-08-12,Não funcionou como esperado.
664,50,766,2.0,2025-09-12,Não funcionou como esperado.
665,50,1361,3.0,2025-07-04,
666,50,1394,1.5,2024-09-10,
667,50,1077,3.5,2024-03-24,Regular.
668,51,1156,5.0,2024-03-20,Melhor compra do ano.
669,51,415,4.5,2025-06-01,Excelente qualidade.
670,51,672,4.5,2024-06-17,
671,51,239,4.5,2025-03-28,
672,51,1002,4.5,2025-08-20,Melhor compra do ano.
673,51,114,4.5,2025-04-01,Melhor compra do ano.
674,51,936,4.5,2025-03-01,Melhor compra do ano.
675,51,1378,2.5,2025-04-18,
676,51,811,5.0,2024-01-23,Ótimo produto!
677,51,1185,4.0,2024-08-11,Adorei!
678,51,1435,4.0,2024-12-18,Ótimo produto!
679,51,967,2.5,2024-03-11,Dentro do esperado.
680,51,278,1.5,2024-07-03,
681,51,861,4.0,2025-10-23,Adorei!
682,51,774,4.0,2025-04-04,Melhor compra do ano.
683,51,1339,3.0,2024-05-16,
684,51,366,2.5,2024-05-01,
685,51,1084,5.0,2025-02-06,Superou minhas expectativas.
686,51,47,4.5,2024-01-04,
687,52,1473,4.0,2025-11-20,Melhor compra do ano.
688,52,471,4.0,2025-01-23,Custo-benefício excelente.
689,52,565,3.0,2024-06-07,Regular.
690,52,66,3.5,2024-04-25,
691,52,1260,3.0,2025-03-05,
692,52,493,3.5,2024-01-17,Produto ok.
693,52,69,3.0,2025-08-31,Regular.
694,52,100,4.5,2025-12-21,Ótimo produto!
695,52,899,3.5,2025-02-15,Cumpre o prometido.
696,52,287,4.5,2024-02-27,Entrega rápida e produto perfeito.
697,52,1499,3.0,2024-08-27,Nem bom nem ruim.
698,52,1378,1.0,2025-09-04,
699,52,619,0.5,2024-08-30,
700,52,1068,5.0,2025-11-07,Entrega rápida e produto perfeito.
701,52,125,4.5,2024-10-08,Qualidade superior.
702,52,1283,3.0,2024-06-28,
703,52,1016,3.5,2025-07-23,Razoável.
704,53,653,3.0,2025-06-21,
705,53,306,4.0,2025-02-22,Excelente qualidade.
706,53,970,3.0,2025-07-04,Cumpre o prometido.
707,53,1450,5.0,2024-11-03,Funciona perfeitamente.
708,53,1152,3.0,2024-02-29,Dentro do esperado.
709,53,1086,5.0,2025-07-24,Superou minhas expectativas.
710,53,417,5.0,2024-09-18,"Muito bom, recomendo."
711,53,760,2.5,2025-04-05,Regular.
712,53,106,3.5,2024-07-14,Regular.
713,53,1235,3.0,2025-09-11,Produto ok.
714,53,1204,3.0,2024-07-11,
715,53,445,4.5,2025-07-26,Custo-benefício excelente.
716,53,32,4.5,2024-11-06,Superou minhas expectativas.
717,53,981,3.5,2024-04-30,
718,53,1238,1.5,2025-12-13,
719,54,1131,3.0,2024-09-02,Razoável.
720,54,955,4.0,2025-01-24,Custo-benefício excelente.
721,54,536,4.5,2024-11-11,Funciona perfeitamente.
722,54,202,5.0,2025-04-22,
723,54,656,5.0,2025-04-25,
724,54,641,3.5,2025-01-14,Nem bom nem ruim.
725,54,299,3.5,2024-08-14,Nem bom nem ruim.
726,54,1187,3.0,2025-08-21,
727,54,313,2.5,2024-10-29,Cumpre o prometido.
728,54,1167,3.5,2025-01-23,
729,54,1128,2.5,2025-05-26,
730,54,692,1.5,2025-12-02,Não funcionou como esperado.
731,54,1005,4.0,2025-10-19,Custo-benefício excelente.
732,54,287,3.0,2024-06-22,
733,54,377,1.5,2025-05-15,
734,55,121,1.5,2025-10-19,Não vale o preço.
735,55,100,1.5,2025-11-15,
736,55,282,4.5,2025-02-26,
737,55,140,4.5,2024-08-24,
738,55,448,2.0,2024-01-10,Poderia ser melhor.
739,55,1266,2.5,2024-03-02,
740,55,990,3.5,2025-09-23,
741,55,14,0.5,2024-01-17,Demorou muito para chegar.
742,55,35,3.5,2024-01-13,Razoável.
743,55,588,4.5,2025-07-02,Adorei!
744,55,220,4.5,2024-07-02,
745,55,305,1.5,2025-06-20,Não recomendo.
746,55,548,4.5,2024-12-28,
747,55,765,5.0,2024-03-21,
748,55,1158,1.0,2025-04-15,Qualidade baixa.
749,55,1401,4.0,2024-11-03,
750,55,1339,3.0,2024-03-23,
751,55,65,4.5,2025-10-27,Adorei!
752,55,1132,4.0,2025-01-21,Ótimo produto!
753,55,351,2.5,2025-12-20,Dentro do esperado.
754,55,679,4.0,2025-10-22,"Muito bom, recomendo."
755,55,88,4.5,2025-06-24,Qualidade superior.
756,55,556,5.0,2025-05-01,"Muito bom, recomendo."
757,55,575,3.5,2025-12-01,
758,55,1348,3.5,2025-07-31,Razoável.
759,56,1203,5.0,2024-07-31,Adorei!
760,56,613,4.5,2024-03-19,Superou minhas expectativas.
761,56,797,1.0,2025-08-03,
762,57,787,1.5,2024-12-05,
763,57,1412,5.0,2024-05-23,
764,57,709,3.0,2025-05-27,Dentro do esperado.
765,57,156,2.0,2024-08-25,Demorou muito para chegar.
766,57,61,3.0,2024-11-30,
767,57,1005,4.0,2025-04-06,Melhor compra do ano.
768,57,885,4.5,2025-01-19,Qualidade superior.
769,57,779,4.5,2025-11-07,Qualidade superior.
770,57,505,1.5,2024-10-29,
771,57,549,1.0,2024-03-25,Chegou com defeito.
772,57,649,3.0,2025-02-02,Produto ok.
773,57,632,2.5,2024-01-06,Razoável.
774,57,272,1.0,2024-04-14,Demorou muito para chegar.
775,57,1141,4.0,2025-04-04,Adorei!
776,57,54,3.0,2024-04-15,Nem bom nem ruim.
777,57,1223,3.0,2024-04-05,Razoável.
778,57,26,2.5,2025-01-29,Dentro do esperado.
779,57,1485,5.0,2024-03-27,
780,57,1172,1.5,2024-09-05,Demorou muito para chegar.
781,57,285,4.0,2024-06-22,Entrega rápida e produto perfeito.
782,58,130,3.0,2024-05-29,Razoável.
783,58,614,4.0,2025-03-07,"Muito bom, recomendo."
784,58,516,3.0,2025-01-04,
785,58,1016,5.0,2025-10-02,Superou minhas expectativas.
786,58,220,2.0,2025-04-13,Decepcionante.
787,58,681,2.5,2025-02-09,
788,58,675,3.0,2025-01-24,Dentro do esperado.
789,58,1218,3.5,2025-10-28,Razoável.
790,58,1424,4.5,2025-09-09,Custo-benefício excelente.
791,58,816,3.5,2024-06-30,
792,58,1424,3.0,2024-10-25,
793,58,497,5.0,2025-08-12,Entrega rápida e produto perfeito.
794,58,748,2.0,2025-02-06,Qualidade baixa.
795,58,1118,1.0,2025-08-29,Decepcionante.
796,58,1451,1.5,2025-04-17,Não recomendo.
797,58,142,5.0,2025-12-10,
798,58,1379,4.0,2025-02-22,Entrega rápida e produto perfeito.
799,58,518,4.5,2024-09-04,
800,58,773,1.0,2025-03-09,Não funcionou como esperado.
801,58,821,1.0,2025-08-19,Demorou muito para chegar.
802,58,76,3.5,2025-07-10,
803,58,1437,4.5,2025-01-03,
804,58,1217,5.0,2025-07-03,
805,59,509,4.0,2024-04-21,
806,59,341,3.5,2024-12-29,
807,59,1154,1.0,2024-02-15,
808,59,1325,4.5,2025-11-24,Custo-benefício excelente.
809,59,217,3.0,2025-03-16,Razoável.
810,59,1046,3.5,2024-08-15,
811,59,1189,2.5,2025-07-25,
812,59,913,5.0,2024-08-14,Funciona perfeitamente.
813,59,1206,0.0,2025-11-26,
814,59,707,4.0,2024-06-03,
815,60,606,3.5,2024-04-17,Produto ok.
816,60,1496,5.0,2024-04-28,Entrega rápida e produto perfeito.
817,60,933,3.0,2024-12-17,
818,60,990,5.0,2025-06-17,"Muito bom, recomendo."
819,60,1479,3.5,2025-03-24,
820,60,138,4.0,2024-11-22,"Muito bom, recomendo."
821,60,703,5.0,2024-01-24,
822,60,337,2.0,2025-11-24,
823,60,1057,4.5,2024-09-06,Excelente qualidade.
824,60,1147,4.0,2024-12-04,Funciona perfeitamente.
825,60,830,4.5,2024-08-25,
826,60,1312,3.5,2024-07-09,
827,60,60,1.5,2025-02-09,
828,60,921,3.0,2024-07-21,Dentro do esperado.
829,60,1444,3.5,2024-01-05,Razoável.
830,60,129,2.5,2025-12-21,Nem bom nem ruim.
831,60,750,3.0,2024-07-10,Dentro do esperado.
832,60,538,2.5,2024-04-26,
833,61,1309,3.5,2025-06-24,Dentro do esperado.
834,61,804,2.0,2025-09-17,Poderia ser melhor.
835,61,938,3.5,2024-12-26,
836,61,1446,3.0,2025-11-20,
837,61,1209,5.0,2025-09-21,Excelente qualidade.
838,61,242,2.0,2024-11-16,Não vale o preço.
839,61,765,2.0,2024-07-06,
840,61,796,4.0,2025-06-07,Excelente qualidade.
841,61,786,5.0,2025-08-11,Funciona perfeitamente.
842,61,1101,2.5,2025-10-12,
843,61,355,2.0,2025-10-22,Não funcionou como esperado.
844,61,288,2.5,2024-10-22,Dentro do esperado.
845,61,110,4.0,2025-09-26,
846,61,993,2.0,2024-01-10,Demorou muito para chegar.
847,61,1036,4.0,2025-07-29,
848,61,1403,5.0,2025-02-22,Funciona perfeitamente.
849,61,343,3.0,2025-05-15,Produto ok.
850,61,599,4.5,2024-08-13,Superou minhas expectativas.
851,62,345,1.5,2024-10-22,
852,62,1015,3.5,2025-08-02,Produto ok.
853,62,234,4.5,2025-08-09,Melhor compra do ano.
854,62,1111,0.5,2025-01-10,
855,62,1473,1.0,2024-02-12,Qualidade baixa.
856,62,210,1.0,2025-03-11,
857,62,507,2.0,2025-10-31,Decepcionante.
858,62,539,4.5,2025-04-05,"Muito bom, recomendo."
859,62,241,1.0,2025-03-25,
860,62,430,4.0,2024-08-30,
861,62,1412,3.0,2025-08-25,Regular.
862,62,1296,4.0,2025-09-16,Qualidade superior.
863,62,424,4.5,2024-05-22,
864,62,1168,2.0,2024-03-01,Não recomendo.
865,62,1104,3.5,2025-09-03,Regular.
866,62,593,4.5,2024-10-26,Melhor compra do ano.
867,62,196,1.0,2025-11-26,Demorou muito para chegar.
868,62,568,5.0,2024-03-01,
869,62,1437,4.0,2024-05-09,
870,62,300,5.0,2024-09-12,
871,63,805,4.0,2025-11-23,Qualidade superior.
872,63,551,4.5,2025-10-09,
873,63,926,5.0,2025-01-19,"Muito bom, recomendo."
874,63,1056,2.0,2025-02-16,
875,63,756,1.0,2025-12-12,Não funcionou como esperado.
876,63,1192,1.5,2024-12-01,Não vale o preço.
877,63,1301,4.0,2025-04-14,
878,63,130,4.5,2025-01-01,
879,63,447,4.5,2025-02-11,
880,63,1014,4.5,2024-08-04,Entrega rápida e produto perfeito.
881,64,1184,3.0,2025-07-14,Dentro do esperado.
882,64,1398,5.0,2024-12-17,
883,64,204,1.0,2024-02-17,
884,64,34,2.0,2025-04-15,Chegou com defeito.
885,64,935,4.0,2025-03-27,Adorei!
886,64,1411,1.0,2024-07-26,
887,64,619,4.0,2025-10-27,Entrega rápida e produto perfeito.
888,64,1341,3.0,2024-04-05,Produto ok.
889,64,1361,2.5,2025-01-15,
890,64,107,3.5,2024-06-18,Razoável.
891,64,480,4.5,2025-12-17,"Muito bom, recomendo."
892,64,195,1.0,2025-12-21,Não funcionou como esperado.
893,64,272,3.5,2024-03-20,Nem bom nem ruim.
894,65,17,4.0,2024-01-10,
895,65,865,1.5,2024-05-03,
896,65,146,5.0,2025-05-04,"Muito bom, recomendo."
897,65,212,1.0,2024-04-14,Não recomendo.
898,65,784,1.5,2024-05-20,
899,65,1314,2.5,2024-05-16,
900,65,141,2.0,2024-05-26,Decepcionante.
901,65,1332,0.5,2025-09-16,Poderia ser melhor.
902,65,1287,4.5,2024-08-06,
903,65,1262,3.0,2025-02-25,
904,65,178,3.0,2024-08-10,
905,65,253,5.0,2024-05-23,Adorei!
906,65,880,5.0,2024-12-25,Excelente qualidade.
907,65,568,2.0,2024-09-10,
908,65,1134,4.0,2024-09-11,
909,65,584,2.0,2025-09-14,
910,65,55,4.5,2025-12-08,
911,66,1061,3.0,2024-07-29,
912,66,803,4.0,2024-07-12,Ótimo produto!
913,66,1014,4.5,2024-09-02,Superou minhas expectativas.
914,66,1307,5.0,2025-05-26,Melhor compra do ano.
915,66,740,1.0,2024-01-13,
916,66,793,2.5,2024-05-15,
917,66,862,2.5,2025-08-05,Regular.
918,66,965,3.0,2024-06-25,
919,66,35,2.0,2024-03-15,Decepcionante.
920,66,442,3.5,2024-09-25,Produto ok.
921,66,1038,5.0,2025-02-11,Melhor compra do ano.
922,66,868,2.0,2025-03-01,
923,67,1099,2.5,2025-10-17,Cumpre o prometido.
924,67,172,4.0,2024-10-11,Melhor compra do ano.
925,67,319,4.0,2024-07-27,Adorei!
926,67,1300,3.0,2025-08-23,
927,67,1395,5.0,2025-10-27,
928,68,896,2.0,2025-12-16,
929,68,119,3.5,2024-09-01,Dentro do esperado.
930,68,929,3.5,2024-04-28,
931,68,634,4.0,2024-02-26,
932,68,360,1.5,2025-11-04,Chegou com defeito.
933,68,24,4.0,2025-12-19,Custo-benefício excelente.
934,68,1060,4.5,2025-06-19,
935,68,342,2.5,2024-09-22,Regular.
936,68,242,3.5,2024-10-02,
937,68,687,5.0,2024-01-31,
938,68,1073,1.5,2024-10-05,Não vale o preço.
939,68,933,4.0,2025-05-23,Ótimo produto!
940,68,1161,3.0,2025-05-26,Cumpre o prometido.
941,68,211,3.5,2024-09-18,
942,68,1481,3.0,2025-11-21,Regular.
943,68,6,5.0,2025-06-05,Ótimo produto!
944,68,95,3.5,2024-09-07,Dentro do esperado.
945,69,73,4.0,2024-07-02,Adorei!
946,69,660,3.5,2024-08-17,Regular.
947,69,556,5.0,2024-11-23,
948,69,764,2.5,2025-08-08,Regular.
949,69,368,4.5,2024-02-23,Melhor compra do ano.
950,69,822,4.0,2024-02-17,Funciona perfeitamente.
951,69,637,3.5,2024-10-16,Nem bom nem ruim.
952,70,756,0.5,2024-01-09,Não recomendo.
953,70,497,0.5,2025-09-29,Não funcionou como esperado.
954,70,1120,4.0,2024-07-19,
955,70,309,4.0,2024-09-08,Adorei!
956,70,478,3.5,2024-01-25,Regular.
957,70,20,3.0,2025-12-11,
958,70,1347,4.5,2024-01-02,Entrega rápida e produto perfeito.
959,70,421,2.5,2024-04-16,Cumpre o prometido.
960,70,1008,4.5,2025-03-05,
961,70,1458,4.0,2024-05-25,Ótimo produto!
962,70,1065,4.0,2024-08-25,Custo-benefício excelente.
963,70,174,0.5,2025-04-14,Chegou com defeito.
964,70,808,1.0,2025-10-14,Decepcionante.
965,70,1357,4.5,2025-03-21,
966,70,598,5.0,2024-08-30,Custo-benefício excelente.
967,70,1436,3.5,2025-02-06,
968,70,652,1.5,2024-11-30,Qualidade baixa.
969,71,279,2.5,2024-07-26,
970,71,224,4.5,2025-08-21,Excelente qualidade.
971,71,955,5.0,2025-04-05,"Muito bom, recomendo."
972,71,734,4.0,2025-07-02,
973,71,926,3.5,2024-07-31,Razoável.
974,71,186,5.0,2024-05-02,Entrega rápida e produto perfeito.
975,71,1428,5.0,2025-12-22,
976,71,672,4.5,2024-08-08,Superou minhas expectativas.
977,71,812,4.0,2024-12-30,Entrega rápida e produto perfeito.
978,71,357,2.5,2024-09-23,Dentro do esperado.
979,72,1127,4.5,2025-07-23,Funciona perfeitamente.
980,72,287,4.0,2024-04-14,Ótimo produto!
981,72,268,3.5,2024-08-15,Dentro do esperado.
982,72,1406,4.0,2025-01-16,
983,72,173,3.0,2025-10-22,Razoável.
984,72,45,3.5,2024-03-17,
985,72,1323,4.5,2024-07-21,Excelente qualidade.
986,72,680,4.0,2024-04-04,Funciona perfeitamente.
987,72,345,4.0,2024-02-21,
988,72,1484,0.0,2025-03-19,Decepcionante.
989,72,1400,4.0,2025-01-26,Custo-benefício excelente.
990,72,384,5.0,2024-08-07,Funciona perfeitamente.
991,72,71,3.5,2024-06-01,
992,72,504,3.5,2025-09-23,
993,72,844,4.0,2025-05-25,
994,72,125,2.0,2025-05-05,Demorou muito para chegar.
995,72,859,4.5,2024-05-20,Melhor compra do ano.
996,73,1114,2.0,2025-10-07,
997,73,1461,4.5,2025-01-26,Melhor compra do ano.
998,73,705,1.5,2025-05-11,
999,73,659,4.0,2025-05-29,Excelente qualidade.
1000,73,654,3.5,2024-01-27,Produto ok.
1001,73,120,2.5,2024-10-14,
1002,73,1085,3.0,2025-04-28,Nem bom nem ruim.
1003,73,327,3.5,2024-08-26,Regular.
1004,73,546,4.0,2024-09-03,Ótimo produto!
1005,73,1180,4.0,2024-08-12,
1006,73,727,2.5,2025-02-01,
1007,73,361,4.5,2024-06-26,Custo-benefício excelente.
1008,73,735,3.5,2025-12-15,
1009,73,1441,4.5,2024-01-29,
1010,73,1155,4.5,2025-08-04,Superou minhas expectativas.
1011,74,633,3.5,2025-07-09,Produto ok.
1012,74,116,3.5,2024-04-02,Cumpre o prometido.
1013,74,1079,2.5,2024-01-21,Razoável.
1014,74,413,4.5,2025-09-20,
1015,74,1469,4.5,2024-12-14,Custo-benefício excelente.
1016,74,45,4.0,2024-03-01,Excelente qualidade.
1017,74,1078,1.0,2024-04-23,
1018,74,766,1.5,2024-03-15,
1019,74,811,2.5,2025-11-09,Razoável.
1020,74,661,4.0,2024-11-05,Excelente qualidade.
1021,74,1310,2.5,2025-03-23,
1022,74,650,3.5,2025-10-26,Nem bom nem ruim.
1023,74,1257,4.5,2025-12-11,
1024,74,1364,1.0,2024-08-16,Chegou com defeito.
1025,74,629,3.0,2025-01-22,
1026,74,261,5.0,2024-10-28,Ótimo produto!
1027,74,1174,5.0,2025-12-19,Qualidade superior.
1028,74,373,5.0,2024-02-03,
1029,75,1159,4.5,2025-10-16,Funciona perfeitamente.
1030,75,679,3.0,2024-05-24,
1031,75,711,4.0,2024-08-31,
1032,75,1303,0.5,2024-06-20,
1033,75,1452,3.0,2024-03-31,
1034,75,915,4.5,2024-12-09,Superou minhas expectativas.
1035,75,1420,4.0,2024-09-12,Entrega rápida e produto perfeito.
1036,75,1476,4.5,2024-04-20,Adorei!
1037,75,860,4.0,2025-03-24,
1038,75,1010,3.5,2025-02-27,
1039,76,769,4.0,2025-07-13,Funciona perfeitamente.
1040,76,1334,4.0,2025-08-14,
1041,76,334,3.0,2024-08-18,Produto ok.
1042,76,42,5.0,2024-10-28,"Muito bom, recomendo."
1043,76,701,1.5,2024-03-16,Demorou muito para chegar.
1044,76,1500,4.5,2024-06-13,"Muito bom, recomendo."
1045,76,1217,2.0,2024-12-12,
1046,76,1443,4.0,2025-05-09,Excelente qualidade.
1047,76,890,4.0,2025-09-13,"Muito bom, recomendo."
1048,76,421,3.0,2024-12-05,
1049,76,1428,4.0,2025-02-23,Melhor compra do ano.
1050,76,1353,4.5,2024-09-28,Superou minhas expectativas.
1051,76,102,4.0,2024-04-08,Melhor compra do ano.
1052,76,315,2.5,2025-05-17,Produto ok.
1053,77,604,2.5,2024-03-30,
1054,77,1230,3.0,2025-10-02,Produto ok.
1055,77,424,3.0,2024-01-27,Razoável.
1056,77,970,4.0,2024-03-24,
1057,77,815,5.0,2024-11-11,Entrega rápida e produto perfeito.
1058,77,1315,4.0,2024-04-03,Excelente qualidade.
1059,77,782,5.0,2025-01-14,Funciona perfeitamente.
1060,77,540,1.5,2024-02-15,Não recomendo.
1061,77,551,3.0,2024-08-19,Cumpre o prometido.
1062,77,1367,4.5,2025-12-14,Custo-benefício excelente.
1063,77,848,4.0,2025-07-08,
1064,77,466,2.5,2025-08-26,Dentro do esperado.
1065,77,858,4.0,2025-06-19,
1066,77,973,5.0,2025-12-04,Superou minhas expectativas.
1067,77,613,5.0,2025-05-02,Ótimo produto!
1068,77,1170,4.0,2025-05-29,
1069,78,920,4.0,2024-05-03,Excelente qualidade.
1070,78,395,2.0,2024-08-04,Demorou muito para chegar.
1071,78,1400,4.0,2024-03-21,Excelente qualidade.
1072,78,529,2.5,2025-09-01,Regular.
1073,78,179,4.0,2024-03-09,Adorei!
1074,78,668,2.0,2025-07-19,
1075,78,939,5.0,2025-06-16,
1076,79,1277,0.5,2025-12-18,Demorou muito para chegar.
1077,79,849,3.0,2024-04-25,Nem bom nem ruim.
1078,79,1194,3.0,2025-08-25,
1079,79,217,5.0,2024-04-12,"Muito bom, recomendo."
1080,79,1097,4.0,2024-10-19,
1081,79,541,3.5,2025-02-24,Dentro do esperado.
1082,79,1248,3.0,2025-08-08,Cumpre o prometido.
1083,79,826,4.5,2024-10-09,Qualidade superior.
1084,80,823,3.0,2025-12-11,Razoável.
1085,80,487,4.5,2025-12-08,Funciona perfeitamente.
1086,80,763,4.5,2024-10-02,Entrega rápida e produto perfeito.
1087,80,575,4.0,2024-11-14,
1088,80,1403,3.5,2025-12-13,Cumpre o prometido.
1089,80,616,5.0,2024-05-17,
1090,80,658,4.0,2025-03-29,Adorei!
1091,80,1323,3.5,2025-09-11,Dentro do esperado.
1092,80,834,2.5,2024-08-04,
1093,80,766,4.5,2025-06-12,
1094,80,326,1.5,2025-06-11,Demorou muito para chegar.
1095,80,1074,1.5,2024-05-18,
1096,80,356,4.0,2024-01-30,Superou minhas expectativas.
1097,80,511,4.0,2024-02-29,Ótimo produto!
1098,80,1444,2.5,2025-01-04,Razoável.
1099,80,1035,2.0,2025-04-20,Não vale o preço.
1100,80,63,4.0,2025-11-28,Funciona perfeitamente.
1101,80,914,5.0,2025-08-31,Funciona perfeitamente.
1102,80,1130,3.0,2025-08-23,Cumpre o prometido.
1103,80,1411,4.0,2024-09-21,Ótimo produto!
1104,80,102,1.5,2025-01-30,Qualidade baixa.
1105,80,1326,4.0,2024-08-14,Superou minhas expectativas.
1106,80,1335,3.0,2024-10-02,Produto ok.
1107,80,19,2.0,2025-11-29,Chegou com defeito.
1108,80,355,3.0,2025-10-24,
1109,80,459,4.5,2024-01-09,Entrega rápida e produto perfeito.
1110,80,1453,4.5,2025-12-30,
1111,80,772,2.0,2025-03-09,
1112,80,517,1.0,2025-04-15,Não recomendo.
1113,81,814,5.0,2025-09-30,Ótimo produto!
1114,81,1357,1.0,2025-06-07,
1115,81,1150,3.0,2025-01-18,
1116,81,579,1.5,2025-09-15,Não vale o preço.
1117,81,131,2.0,2025-05-08,Não recomendo.
1118,81,666,3.5,2025-10-17,
1119,81,1344,1.5,2024-09-24,
1120,81,612,2.0,2025-10-29,Qualidade baixa.
1121,81,1229,2.5,2024-02-28,Razoável.
1122,81,287,1.0,2025-11-28,
1123,81,1019,1.0,2025-11-02,
1124,81,858,4.5,2024-09-22,Ótimo produto!
1125,81,1451,0.5,2025-08-20,
1126,81,703,4.5,2024-07-13,
1127,81,1406,5.0,2024-08-15,Funciona perfeitamente.
1128,81,735,2.0,2025-11-18,Chegou com defeito.
1129,81,1144,4.5,2025-11-04,"Muito bom, recomendo."
1130,81,263,4.0,2025-04-27,
1131,81,375,1.0,2025-07-26,
1132,82,183,4.5,2025-11-01,Superou minhas expectativas.
1133,82,862,4.0,2024-11-10,
1134,82,762,2.5,2024-12-05,Razoável.
1135,82,242,4.5,2025-04-19,Qualidade superior.
1136,82,1272,4.0,2025-08-17,Superou minhas expectativas.
1137,82,246,1.5,2025-05-27,
1138,82,1086,5.0,2025-01-25,Ótimo produto!
1139,82,282,3.5,2024-06-03,
1140,82,839,0.5,2024-12-16,
1141,82,294,2.5,2025-04-13,Regular.
1142,82,166,3.5,2024-07-03,Regular.
1143,82,642,4.0,2024-06-30,
1144,82,926,3.5,2024-01-05,Cumpre o prometido.
1145,83,181,4.0,2025-05-16,Adorei!
1146,83,880,2.0,2025-10-10,Não funcionou como esperado.
1147,83,10,4.0,2025-01-27,Superou minhas expectativas.
1148,83,29,3.0,2025-01-17,
1149,83,391,4.0,2025-06-27,Ótimo produto!
1150,83,510,5.0,2025-10-03,Custo-benefício excelente.
1151,83,265,3.5,2024-11-15,Nem bom nem ruim.
1152,83,627,4.5,2025-08-25,Ótimo produto!
1153,84,934,4.0,2024-10-24,
1154,84,1074,5.0,2025-09-02,Excelente qualidade.
1155,84,1004,3.0,2024-12-16,Cumpre o prometido.
1156,84,827,2.0,2024-06-17,Qualidade baixa.
1157,84,433,4.0,2024-05-14,
1158,84,1034,3.0,2025-08-26,Razoável.
1159,84,1333,3.5,2025-12-29,
1160,84,1312,1.0,2025-01-19,Decepcionante.
1161,84,99,4.0,2025-08-31,
1162,84,41,4.5,2025-10-31,"Muito bom, recomendo."
1163,84,910,3.0,2025-03-02,Nem bom nem ruim.
1164,84,972,0.0,2024-09-15,
1165,85,1405,4.0,2025-12-12,
1166,85,862,5.0,2024-11-04,
1167,85,1066,5.0,2025-11-09,Qualidade superior.
1168,85,281,4.0,2025-12-18,"Muito bom, recomendo."
1169,85,1473,3.5,2025-06-07,
1170,85,234,4.5,2024-10-16,
1171,85,407,1.0,2025-05-24,
1172,85,1072,4.5,2024-09-26,
1173,85,1441,3.0,2025-01-01,Cumpre o prometido.
1174,86,1017,1.0,2025-07-15,
1175,86,985,2.5,2025-12-05,Produto ok.
